queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
1210,7334467471115685126,2024-02-11,Who got priority in this one?,Who got priority in this one?,0,22500,15,1707688786
1211,7334765680207613189,2024-02-12,The reaction at the end said it all 🫣😂,A reação final disse tudo 🫣😂,1,64800,63,1707758217
1212,7335219272689388806,2024-02-13,The most beautiful wave in the world 🇧🇷,The most beautiful wave in the world 🇧🇷,0,15000,22,1707863828
1213,7335478058066955525,2024-02-14,Stormy days brought the fun @DADDYDRWG #imyourwasteoftime,Stormy days brought the fun @DADDYDRWG #imyourwasteoftime,0,17000,12,1707924080
1214,7336192563206032645,2024-02-16,Combo training for the world tour 😋,Combo training for the world tour 😋,0,20700,10,1708090440
1215,7336627751589334277,2024-02-17,Sometimes you have to take a leap of faith,Sometimes you have to take a leap of faith,0,9200000,13,1708191765
1216,7337069562514476293,2024-02-18,"Fail of the week, heavy shorebreak in mexico","Fail of the week, heavy shorebreak in mexico",0,25100,12,1708294632
1217,7337361400735550726,2024-02-19,"Skimboarding this wave was a crazy moment of my life, the first one I tried to catch got me right in the rocks but I was lucky to get my second chance and catch an insane barrel, thank you team for making this happening","Skimboarding this wave was a crazy moment of my life, the first one I tried to catch got me right in the rocks but I was lucky to get my second chance and catch an insane barrel, thank you team for making this happening",0,32800,66,1708362582
1218,7337698743526952197,2024-02-20,Rock formations by the beach are a skimboarder’s best friend,Rock formations by the beach are a skimboarder’s best friend,0,19700,16,1708441125
1219,7338078519160818949,2024-02-21,Jah bless the barrel 🌊,Jah bless the barrel 🌊,0,27300,15,1708529548
1220,7338389580204264710,2024-02-22,Skurfing chaotic waves in paradise 🇧🇷,Skurfing chaotic waves in paradise 🇧🇷,0,22300,21,1708601973
1221,7338886271915298054,2024-02-23,Skim battles in the craziest shorebreak on earth,Skim battles in the craziest shorebreak on earth,0,15000,22,1708717618
1222,7339174179607956742,2024-02-24,From the wave of the day to wipeout of the day really quick 😂,From the wave of the day to wipeout of the day really quick 😂,0,12900,13,1708784652
1223,7339610254616890629,2024-02-25,360 combo in coming 😵‍💫,360 combo in coming 😵‍💫,0,278700,10,1708886183
1224,7340014731698212102,2024-02-26,"Cancer is no joke guys, take every precaution you can to avoid it! Wear sunscreen, seriously","Cancer não é brincadeira galera, tomem todas as precauções necessárias a evitar esse problema! Usem protetor solar mesmo",1,12800,74,1708980358
1225,7340284812659297541,2024-02-27,The rain season is here 💦,The rain season is here 💦,0,79100,9,1709043241
1226,7340684571438058758,2024-02-28,"Name the last trick, i go first: armadillo air","Name the last trick, i go first: armadillo air",0,10500,5,1709136317
1227,7340956136125811973,2024-02-29,Sliding out for breakfast 😋,Sliding out for breakfast 😋,0,13400,9,1709199546
1228,7341364610093894918,2024-03-01,Fighting to catch a wave against all odds,Fighting to catch a wave against all odds,0,16000,12,1709294650
1229,7341718022324899077,2024-03-02,The power of the shorebreak,The power of the shorebreak,0,44600,10,1709376936
1230,7342110030616939781,2024-03-03,Coffee table with the brst view,Coffee table with the brst view,0,254100,12,1709468208
1231,7342502774145387782,2024-03-04,History in the making for skimboarding,History in the making for skimboarding,0,6079,60,1709559652
1232,7342846785779420422,2024-03-05,Not always as planned 😅,Not always as planned 😅,0,13300,5,1709639746
1233,7343250728204422405,2024-03-06,The search of the best shorebreaks in the world brought me to this magical place,The search of the best shorebreaks in the world brought me to this magical place,0,12700,11,1709733796
1234,7343588847697071365,2024-03-07,My favorite way to finish a wave,My favorite way to finish a wave,0,31200,10,1709812522
1235,7344041315472133382,2024-03-08,California liner gets perfect for skimboarding,California liner gets perfect for skimboarding,0,9738,9,1709917869
1236,7344394319085751558,2024-03-09,Addicted to this turn 🤭,Addicted to this turn 🤭,0,11200,7,1710000059
1237,7344779396152052997,2024-03-10,The cool way to catch waves,The cool way to catch waves,0,10800,8,1710089717
1238,7345513234369154310,2024-03-12,The truth behind skimboarding big waves,The truth behind skimboarding big waves,0,6888,61,1710260578
1239,7345901775435713797,2024-03-13,This one felt good 😋,This one felt good 😋,0,82400,11,1710351043
1240,7346351583543856389,2024-03-14,The best coffee you can have,The best coffee you can have,0,518800,8,1710455771
1241,7346692359289146629,2024-03-15,The most satisfied way to catch a wave,The most satisfied way to catch a wave,0,10600,10,1710535115
1242,7347033584584199429,2024-03-16,Crossing beaches with one wave,Crossing beaches with one wave,0,12800,13,1710614561
1243,7347471863267757318,2024-03-17,Skimboarding in another planet,Skimboarding in another planet,0,10000,9,1710716607
1244,7347681176359947525,2024-03-18,Definitely the most crazy barrel of my life,Definitely the most crazy barrel of my life,0,64100,62,1710765341
1245,7348140955079396613,2024-03-19,A dream come true 🫶🏼,A dream come true 🫶🏼,0,9854,25,1710872393
1246,7348455031559081221,2024-03-20,The most fun wave I caught in Portugal! This one is tricky but very cool with the beach crossing over the rocks,The most fun wave I caught in Portugal! This one is tricky but very cool with the beach crossing over the rocks,0,15300,14,1710945519
1247,7348836041484274949,2024-03-21,Trying to find the #rabbithole @Chris Gullace Music,Trying to find the #rabbithole @Chris Gullace Music,0,14100,9,1711034230
1248,7349175844432022789,2024-03-22,Morning flight connection ✈️,Morning flight connection ✈️,0,14900,15,1711113346
1249,7349686739159551238,2024-03-23,The summer waves are here 🇧🇷,The summer waves are here 🇧🇷,0,31100,12,1711232297
1250,7350056427412638982,2024-03-24,Flying out with the backwash in the end,Flying out with the backwash in the end,0,88900,11,1711318374
1251,7350321102326992134,2024-03-25,Technique for getting the big wave vest off 😂,Técnica para tirar o colete de ondas gigantes 😂,1,6326,61,1711379996
1252,7350710741600685318,2024-03-26,Believing in yourself is the first step to victory!,Acreditar em você mesmo é o primeiro passo para a vitoria!,1,98300,10,1711470717
1253,7351228357922606341,2024-03-28,The power of the ocean creates a side wave from the rocks,The power of the ocean creates a side wave from the rocks,0,7995,15,1711591233
1254,7351553596799880454,2024-03-28,What skimboarding a wave pool looks like @Red Bull @Red Bull Surfing,What skimboarding a wave pool looks like @Red Bull @Red Bull Surfing,0,16700,19,1711666960
1255,7351794177677610246,2024-03-29,Enjoying the shorebreak in the best way possible @Amir Ekbatani #inmylane,Enjoying the shorebreak in the best way possible @Amir Ekbatani #inmylane,0,11200,20,1711722973
1256,7352349007504510213,2024-03-31,Portuguese summer with waves 🇵🇹🌊,Portuguese summer with waves 🇵🇹🌊,0,15100,10,1711852155
1257,7352692738812579077,2024-04-01,Skimboarding in a wave pool,Skimboard numa piscina de ondas,1,26900,19,1711932187
1258,7352984144789392645,2024-04-01,"Sometimes you have to risk everything to save your teammates, its part of big wave surfing!","Sometimes you have to risk everything to save your teammates, its part of big wave surfing!",0,34200,61,1712000034
1259,7353349406197943557,2024-04-02,Living the skimboarding dream,Living the skimboarding dream,0,13100,9,1712085079
1260,7353689351420759302,2024-04-03,Rio + skimboard = perfection,Rio + skimboard = perfeição,1,107600,7,1712164228
1261,7354091989580664069,2024-04-04,Who caught the wave better? Me or the lady,Who caught the wave better? Me or the lady,0,152300,10,1712257975
1262,7354489686041185542,2024-04-05,Sliding in the backyard with my guy @Adrien Raza,Sliding in the backyard with my guy @Adrien Raza,0,2700000,17,1712350572
1263,7354741573365533957,2024-04-06,"Combo training season, getting ready for the world tour 💪🏼","Combo training season, getting ready for the world tour 💪🏼",0,22300,7,1712409217
1264,7355143829089045766,2024-04-07,"The combination i love the most, perfect sider wave with a trick in the connection","The combination i love the most, perfect sider wave with a trick in the connection",0,567600,15,1712502875
1265,7355498058991521029,2024-04-08,"The reaction says everything, morning crazy swell","The reaction says everything, morning crazy swell",0,85100,18,1712585351
1266,7356015093441744133,2024-04-09,The wave I love the most for skimboard ❤️,The wave I love the most for skimboard ❤️,0,107200,13,1712705732
1267,7356374225130704134,2024-04-10,"College doesn't make life easy for anyone, not even if you show up with the world champion trophy 😂","Faculdade não facilita vida de ninguém, mesmo que você traga o troféu de campeão mundial 😂",1,10500,68,1712789349
1268,7356747261130329349,2024-04-11,The barrel that almost took the drone down,The barrel that almost took the drone down,0,135300,11,1712876204
1269,7356996671831674117,2024-04-12,Messy waves for breakfast 😋 #Ibreathewithyou,Messy waves for breakfast 😋 #Ibreathewithyou,0,6489,13,1712934274
1270,7357760163274657030,2024-04-14,Should I get him a skimboard too?,Should I get him a skimboard too?,0,96800,9,1713112038
1271,7358291469217631494,2024-04-16,"Once you figure it out, you’ll never sink","Once you figure it out, you’ll never sink",0,208700,10,1713235744
1272,7358524376624532741,2024-04-16,No fins club 😌 #skimboarding,No fins club 😌 #skimboarding,0,12400,61,1713289970
1273,7359007940940107013,2024-04-18,Little mike wanted to jump in too 🐶,Little mike wanted to jump in too 🐶,0,217700,13,1713402558
1274,7359581787137281285,2024-04-19,Time to rise and shine ✨ world competition is almost here,Time to rise and shine ✨ world competition is almost here,0,7820,9,1713536168
1275,7359698687745903877,2024-04-19,"On the eve of the first stop of this year's World Tour the focus is total, but it's impossible not to look back and think about everything I went through to get here and everything I still have to face to reach this new goal … Good thing Dorflex Max has 2x more muscle relaxant and 2x more painkiller* for the intense pain that can come up along the way! Let's go teeeeam !!!! @Dorflex #publicidade DORFLEX®️ MAX (dipyrone monohydrate, orphenadrine citrate, anhydrous caffeine). Indications: relief of pain associated with muscle contractures, including tension headache. MS: 1.8620.0008. THE USE OF THIS MEDICATION MAY CARRY RISKS. Read the package insert carefully. IF SYMPTOMS PERSIST, A DOCTOR SHOULD BE CONSULTED. January/2024. MAT-BR-2401617 * Compared to the Dorflex tablet. References: 1- Dorflex MAX package insert.","Às vésperas da primeira etapa do Circuito Mundial desse ano o foco é total, mas impossível não olhar pra trás e refletir sobre tudo que passei até chegar aqui e tudo que ainda vou enfrentar até a conquista desse novo objetivo … Ainda bem que Dorflex Max tem 2x mais relaxante muscular e 2x mais analgésico* para as dores intensas que podem surgir neste caminho! Bora Timeeeee !!!! @Dorflex #publicidade DORFLEX®️ MAX (dipirona monoidratada, citrato de orfenadrina, cafeína anidra). Indicações: no alívio da dor associada a contraturas musculares, incluindo cefaleia tensional. MS: 1.8620.0008. O USO DO MEDICAMENTO PODE TRAZER ALGUNS RISCOS. Leia atentamente a bula. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.Janeiro/2024. MAT-BR-2401617 * Quando comparado ao comprimido de Dorflex. Referências: 1- Bula Dorflex MAX.",1,11700,41,1713563388
1276,7360339870876749062,2024-04-21,It’s part of the big waves game! The big swell arrived in Rio de Janeiro 🇧🇷,It’s part of the big waves game! The big swell arrived in Rio de Janeiro 🇧🇷,0,10500,19,1713712673
1277,7360845826651933957,2024-04-23,Think I can get Podpah out in giant waves? 🤪,Será que consigo levar Podpah para ondas gigantes? 🤪,1,4873,70,1713830475
1278,7361222667308993798,2024-04-24,The only way to get out of a floater 🚀 #skimboarding,The only way to get out of a floater 🚀 #skimboarding,0,6934,10,1713918216
1279,7361562042832145670,2024-04-24,What’s your favorite way? @Big Yard #stateofmind,What’s your favorite way? @Big Yard #stateofmind,0,9407,17,1713997234
1280,7361893808574860550,2024-04-25,Sliding on water forever ✨,Sliding on water forever ✨,0,24600,12,1714074477
1281,7362292624348220677,2024-04-26,World class wave for world class skimboarding w/ @Blair Conklin,World class wave for world class skimboarding w/ @Blair Conklin,0,18300,20,1714167335
1282,7362609129271135494,2024-04-27,A real tough guy 🐶,Verdadeiro casca de bala 🐶,1,11200,16,1714241025
1283,7363390392399695110,2024-04-29,"Never doubt of your dreams! Always trust the process and keep working, they will come ✨","Never doubt of your dreams! Always trust the process and keep working, they will come ✨",0,6033,14,1714422931
1284,7363805703141707014,2024-04-30,Trying to keep up with the beat 😂,Trying to keep up with the beat 😂,0,239400,10,1714519626
1285,7364190520286989574,2024-05-02,"Small board, big dreams ✨ #titan #skimboarding","Small board, big dreams ✨ #titan #skimboarding",0,5435,26,1714609223
1286,7364592829798141190,2024-05-03,"There it is, the history of skimboarding! everything I picked up on all my travels",A historia do skimboard está aí! informação que fui tendo em todas as minhas viagens,1,5185,106,1714702893
1287,7364855310806256901,2024-05-03,This is Brasil 🇧🇷 #skimboarding #bigwaves,This is Brasil 🇧🇷 #skimboarding #bigwaves,0,11500,6,1714764006
1288,7365288384048155910,2024-05-04,"Sometimes I wonder how does my skimboard handles all the big wave bumps, but then I just go for it 🤪","Sometimes I wonder how does my skimboard handles all the big wave bumps, but then I just go for it 🤪",0,15400,11,1714864842
1289,7365715399180029189,2024-05-06,"Once you go finless, you never go back #skimboarding","Once you go finless, you never go back #skimboarding",0,16500,10,1714964262
1290,7366068156814724358,2024-05-07,Skimboarders 🤝🏼 No gravity,Skimboarders 🤝🏼 No gravity,0,15600,12,1715046394
1291,7366450645689273606,2024-05-08,"Can’t get waves with any other board. No fins, no straps, lets go!","Can’t get waves with any other board. No fins, no straps, lets go!",0,19000,14,1715135449
1292,7366662400092687621,2024-05-08,Sliding with 2 boards hack #skimboarding,Sliding with 2 boards hack #skimboarding,0,1100000,16,1715184751
1293,7367789052944289029,2024-05-11,Might be one of the hardest trick on a skimboard 🤔 720 coming to the sand,Might be one of the hardest trick on a skimboard 🤔 720 coming to the sand,0,15700,15,1715447070
1294,7368294930961206533,2024-05-13,Still one of my craziest waves of all time,Still one of my craziest waves of all time,0,6485,30,1715564858
1295,7368901374819454214,2024-05-14,"Keep the dreams alive, thanks kid for never giving up ❤️","Keep the dreams alive, thanks kid for never giving up ❤️",0,4503,61,1715706053
1296,7369391169513475333,2024-05-16,Lucky that @Adrien Raza had the iphone on for this one,Lucky that @Adrien Raza had the iphone on for this one,0,14700,17,1715820093
1297,7369662730044722438,2024-05-16,The true beach happiness 🐶,The true beach happiness 🐶,0,45400,12,1715883320
1298,7370135104204705029,2024-05-18,My friend couldn’t believe it,My friend couldn’t believe it,0,93700,29,1715993304
1299,7370505027355430149,2024-05-19,Skimboarding big waves with the best angles possible! Whats your favorite?,Skimboarding big waves with the best angles possible! Whats your favorite?,0,6599,17,1716079434
1300,7370890644769754374,2024-05-20,When the swell meets the perfect light of the day ✨,When the swell meets the perfect light of the day ✨,0,56400,15,1716169217
1301,7371117182438214918,2024-05-20,"Bringing the old school edits back, the beach that made me the skimboarder that I am today 🇧🇷","Bringing the old school edits back, the beach that made me the skimboarder that I am today 🇧🇷",0,5988,30,1716221962
1302,7371925207260613894,2024-05-22,Getting ready for one more world title 🏆,Getting ready for one more world title 🏆,0,19100,17,1716410095
1303,7372215174909971718,2024-05-23,The wave of the day,The wave of the day,0,1200000,12,1716477607
1304,7372682012425080070,2024-05-24,Maybe the best pool session I've ever had,Talvez a melhor sessão de piscina que alguma vez tive,1,24300,61,1716586304
1305,7372906701554601221,2024-05-25,The rocks were calling for me,The rocks were calling for me,0,71000,12,1716638616
1306,7373383965467741445,2024-05-26,Sliding across the ocean for this one,Sliding across the ocean for this one,0,36100,8,1716749739
1307,7373767814571658502,2024-05-27,Redbull gave me wings 🪽,Redbull gave me wings 🪽,0,63600,7,1716839110
1308,7374138181958077702,2024-05-28,Ready for the next big swell to hit this place,Ready for the next big swell to hit this place,0,13400,23,1716925343
1309,7374638460763720966,2024-05-30,The perfect combination of sports ✨ #skimboarding,The perfect combination of sports ✨ #skimboarding,0,93100,7,1717041824
1310,7375085200142814470,2024-05-31,The best way to cross the beach 🏄🏼‍♂️,The best way to cross the beach 🏄🏼‍♂️,0,19100,16,1717145839
1311,7375670361335008518,2024-06-01,Grabbing and never letting go #shopnostalgia,Grabbing and never letting go #shopnostalgia,0,7576,16,1717282081
1312,7376017772502846725,2024-06-02,"If you believe hard, any wave can be a barrel","If you believe hard, any wave can be a barrel",0,24500,8,1717362970
1313,7376382679798910214,2024-06-03,"The project of a lifetime, only possible with my family @Red Bull @Red Bull Surfing","The project of a lifetime, only possible with my family @Red Bull @Red Bull Surfing",0,6386,36,1717447932
1314,7376907532675075334,2024-06-05,My secret is to have a @Red Bull vefore 🚀,My secret is to have a @Red Bull vefore 🚀,0,17300,9,1717570134
1315,7377506256359034118,2024-06-06,Thinking if it’s possible to do 3 🤔,Thinking if it’s possible to do 3 🤔,0,22400,7,1717709536
1316,7378029296717286662,2024-06-08,"While everyone runs from the storm, I make the most of its power 🌊","Enquanto toda a gente foge da tempestade, eu aproveito a força dela 🌊",1,83900,62,1717831315
1317,7378980302682721542,2024-06-10,Who was faster? 🤔 me or @Lucas Chumbo,Who was faster? 🤔 me or @Lucas Chumbo,0,12300,21,1718052739
1318,7379654536882916614,2024-06-12,Skimboard layback to barrel 🫣,Skimboard layback to barrel 🫣,0,36400,13,1718209721
1319,7380127778756218117,2024-06-13,Paradise on earth for skimboarding exists,Paradise on earth for skimboarding exists,0,2600000,27,1718319906
1320,7380800826412961030,2024-06-15,Running > paddling 🌊 #skimboarding,Running > paddling 🌊 #skimboarding,0,2900000,16,1718476611
1321,7381237747257806085,2024-06-16,"The combination of skate and surf, skimboard 💞","The combination of skate and surf, skimboard 💞",0,16300,8,1718578340
1322,7381817567947656453,2024-06-18,The best coffee view in the world?,The best coffee view in the world?,0,300500,20,1718713339
1323,7382268445573827845,2024-06-19,Skimboarding the most dangerous waves in the world,Skimboarding the most dangerous waves in the world,0,13200,64,1718818317
1324,7382572482391215365,2024-06-20,The liner appeared out of nowhere!,The liner appeared out of nowhere!,0,15000,9,1718889106
1325,7383019091105254661,2024-06-21,The skimboard paradise,The skimboard paradise,0,19200,31,1718993091
1326,7383405128621051142,2024-06-22,The summer combo is here,The summer combo is here,0,12300,9,1719082972
1327,7383852506473975046,2024-06-23,Sliding around in the backyard 🇧🇷 with @Adrien Raza,Sliding around in the backyard 🇧🇷 with @Adrien Raza,0,4400000,12,1719187137
1328,7384788097952730373,2024-06-26,There’s some waves that are priceless! And this is one of them,There’s some waves that are priceless! And this is one of them,0,61000,16,1719404969
1329,7385320329968749830,2024-06-27,The best way to end a wave 🥰,The best way to end a wave 🥰,0,11400,8,1719528891
1330,7385524586772745477,2024-06-28,The most perfect wave for skimboarding,The most perfect wave for skimboarding,0,81800,30,1719576446
1331,7385955726918798598,2024-06-29,Surfing a wave on a mini board (skimboard) best way to do it 🤪,Surfing a wave on a mini board (skimboard) best way to do it 🤪,0,10600,61,1719676829
1332,7386646023373868293,2024-07-01,"The most scary feeling, but necessary to save our teammates! No one is left behind @Red Bull Surfing","The most scary feeling, but necessary to save our teammates! No one is left behind @Red Bull Surfing",0,29500,27,1719837551
1333,7387138925460049157,2024-07-02,"The ocean that we dream of, sometimes those dreams can be nightmares.. but if you make it, it’s a day to remember for rest of your life","The ocean that we dream of, sometimes those dreams can be nightmares.. but if you make it, it’s a day to remember for rest of your life",0,26300,19,1719952316
1334,7387444976885484806,2024-07-03,"Many years of training, proud to have the best teammates @Lucas Chumbo @Red Bull Surfing","Many years of training, proud to have the best teammates @Lucas Chumbo @Red Bull Surfing",0,3900000,61,1720023573
1335,7387757557865188614,2024-07-04,The little sessions sometimes can be the most fun ones!,The little sessions sometimes can be the most fun ones!,0,13200,9,1720096350
1336,7388181979688127749,2024-07-05,You know the wave was good when you finish the wave chatting with the filmer who was on the other side of the beach,You know the wave was good when you finish the wave chatting with the filmer who was on the other side of the beach,0,9747,36,1720195169
1337,7388612400724937989,2024-07-06,The love for these glasses @hot buttered eyewear. ™️ 💞,The love for these glasses @hot buttered eyewear. ™️ 💞,0,15200,20,1720295386
1338,7388923117860654342,2024-07-07,Is this beach from the Avatar?,Is this beach from the Avatar?,0,228900,8,1720367729
1339,7389521272130260230,2024-07-09,The best combination of sports 😌,The best combination of sports 😌,0,179700,10,1720506999
1340,7390261258626288901,2024-07-11,The monstrous Nazaré on a big shorebreak day,The monstrous Nazaré on a big shorebreak day,0,4100000,64,1720679290
1341,7390772013930908934,2024-07-12,The easiest way to surf a wave #skimboarding,The easiest way to surf a wave #skimboarding,0,15000,7,1720798208
1342,7391209096159956229,2024-07-13,Top 3 of my favorites waves ever! All them on a skimboard,Top 3 of my favorites waves ever! All them on a skimboard,0,33900,61,1720899975
1343,7391602917599481093,2024-07-14,The magical way to surf a wave,The magical way to surf a wave,0,180400,8,1720991670
1344,7392187121022373125,2024-07-16,Learning skimboarding is the next step!,Learning skimboarding is the next step!,0,9320,11,1721127689
1345,7392732638559194373,2024-07-17,I found a barrel in paradise 😳,I found a barrel in paradise 😳,0,457100,8,1721254702
1346,7393022609530637573,2024-07-18,"Sometimes you just need to say to gravity, relax","Sometimes you just need to say to gravity, relax",0,36700,9,1721322216
1347,7393424166084496646,2024-07-19,,,0,14100,19,1721415711
1348,7393797187152481541,2024-07-20,How to catch 2 waves in one go,How to catch 2 waves in one go,0,722400,16,1721502563
1349,7394074919237127430,2024-07-21,Flying to the moon 🚀,Flying to the moon 🚀,0,18900,9,1721567226
1350,7394582035341364485,2024-07-22,Spining the board like an helicopter,Spining the board like an helicopter,0,77200,9,1721685300
1351,7394962033944431878,2024-07-23,World contest season is here! 1st stop done 🏆 more to come,World contest season is here! 1st stop done 🏆 more to come,0,16200,35,1721773776
1352,7395923878117149958,2024-07-26,"My first stop is done! Let's go, on to the fourth title!! Let's go team","Minha primeira etapa está feita! Vamos para cima, rumo ao Tetra!! Bora time",1,22100,81,1721997722
1353,7396397098251357445,2024-07-27,Skimboarding in the backyard,Skimboarding in the backyard,0,14000000,8,1722107901
1354,7396787493498031365,2024-07-28,Starting with the right foot 🏆,Starting with the right foot 🏆,0,173500,9,1722198798
1355,7397148669268495621,2024-07-29,How to Skimboard waves made by rocks,How to Skimboard waves made by rocks,0,3300000,16,1722282892
1356,7397489307218480389,2024-07-30,Risking is part of the job 🫡,Risking is part of the job 🫡,0,354800,10,1722362203
1357,7397731208869809413,2024-07-31,Best combo on a wave?,Best combo on a wave?,0,447200,16,1722418524
1358,7398212818773773574,2024-08-01,4 years ago I had just won my first world title and did this hangout with the crew from @3sskaters_oficial showing them what my sport is about,Há 4 anos tinha ganho o meu primeiro mundial e fiz essa resenha com a galera da @3sskaters_oficial mostrando o que era o meu desporto,1,45500,117,1722530657
1359,7398630317914885381,2024-08-02,The most chaotic wave in the world,The most chaotic wave in the world,0,24700,20,1722627863
1360,7398925911589948678,2024-08-03,Combo training at the backyard,Combo training at the backyard,0,31300,7,1722696687
1361,7399333624853646598,2024-08-04,The best way to arrive at the beach,The best way to arrive at the beach,0,1100000,16,1722791615
1362,7399641279082040581,2024-08-05,Going the distance to get that one wave,Going the distance to get that one wave,0,338700,17,1722863246
1363,7400141919881350405,2024-08-06,First time doing a night session on a wave pool 😳,First time doing a night session on a wave pool 😳,0,26400,60,1722979812
1364,7400677644905336070,2024-08-08,The most important part of a competition is adapting to any type of conditions,The most important part of a competition is adapting to any type of conditions,0,50700,13,1723104549
1365,7401229499024641286,2024-08-09,Crazy and perfect for skimboarding 🫢,Crazy and perfect for skimboarding 🫢,0,37900,25,1723233036
1366,7401561058843839749,2024-08-10,What a day for us in Nazare looks like. Always a pleasure to put my friend Lucas Chumbo on these waves,What a day for us in Nazare looks like. Always a pleasure to put my friend Lucas Chumbo on these waves,0,23900,62,1723310229
1367,7402149261229559045,2024-08-12,Big wave competition goes finless for the first time ever,Big wave competition goes finless for the first time ever,0,56400,62,1723447188
1368,7402693342250781957,2024-08-13,Skimboarding California shorebreak 🎥@SoLagLocal,Skimboarding California shorebreak 🎥@SoLagLocal,0,41200,11,1723573862
1369,7403071878606163205,2024-08-14,The feeling of finding that one perfect wave >>,The feeling of finding that one perfect wave >>,0,29100,29,1723661998
1370,7403476087981739270,2024-08-15,Skimboarding the biggest waves in the world,Skimboarding the biggest waves in the world,0,814600,22,1723756109
1371,7403817553287580934,2024-08-16,Skimboarding world championship are on!,Skimboarding world championship are on!,0,269200,18,1723835613
1372,7404089658377768197,2024-08-17,Going the distance for the best swell of the summer,Going the distance for the best swell of the summer,0,675600,11,1723898965
1373,7404465795973074182,2024-08-18,The power of mother nature,The power of mother nature,0,406400,61,1723986543
1374,7405243485093121286,2024-08-20,We can make that happening 😌,We can make that happening 😌,0,37800,8,1724167612
1375,7405660397589499141,2024-08-21,The moment you understand you’ll surf the biggest waves in the world 🫡 video by @gigantesdenazare,The moment you understand you’ll surf the biggest waves in the world 🫡 video by @gigantesdenazare,0,24000,62,1724264685
1376,7405982350137396486,2024-08-22,Sometimes you just need to trust the process,Sometimes you just need to trust the process,0,5700000,13,1724339643
1377,7406730018241432837,2024-08-24,The wave of every skimboarder’s dream,The wave of every skimboarder’s dream,0,189200,14,1724513722
1378,7407117370554158341,2024-08-25,"Going finless with a small board in Nazare it’s probably the hardest way to surf these giant waves, but I couldn’t do it in any other way","Going finless with a small board in Nazare it’s probably the hardest way to surf these giant waves, but I couldn’t do it in any other way",0,130100,60,1724603911
1379,7407452878866107653,2024-08-26,Is this the best wave in the world?,Is this the best wave in the world?,0,28500,12,1724682029
1380,7407954917559733510,2024-08-27,Next contest here we go 💪🏼,Next contest here we go 💪🏼,0,33800,8,1724798919
1381,7408319560866073862,2024-08-28,The process is worthy 🫡,The process is worthy 🫡,0,30300,18,1724883819
1382,7408588368168242438,2024-08-29,"The chaos of big wave surfing can be a nightmare for a few, for us they are a dream come true","The chaos of big wave surfing can be a nightmare for a few, for us they are a dream come true",0,38200,60,1724946404
1383,7409023882004303110,2024-08-30,The trick is to not think and just send!,The trick is to not think and just send!,0,1300000,9,1725047807
1384,7409409452501126405,2024-08-31,Playing around at the backyard,Playing around at the backyard,0,163800,9,1725137579
1385,7409774940645543174,2024-09-01,Skimboard = small board with no fins 🤪,Skimboard = small board with no fins 🤪,0,30400,60,1725222678
1386,7410092539010747654,2024-09-02,"One of them is not a shorebreak, which one is? 🤔👀","One of them is not a shorebreak, which one is? 🤔👀",0,92100,60,1725296628
1387,7411199360815418629,2024-09-05,Backyard skimboarding,Backyard skimboarding,0,53200,22,1725554324
1388,7411514846094740741,2024-09-06,"The best rescue of my life. In big wave surfing, a team is more inportant than anything! You depend always on your teammates","The best rescue of my life. In big wave surfing, a team is more inportant than anything! You depend always on your teammates",0,4200000,61,1725627782
1389,7411903961701174533,2024-09-07,"The reaction said everything, mexico shorebreak in its best","The reaction said everything, mexico shorebreak in its best",0,170600,9,1725718377
1390,7412278479330233606,2024-09-08,Powerful Nazaré almost goes above the city. These are the moments we think twice before we go in to surf these waves. First 2 videos by @gigantesdenazare,Powerful Nazaré almost goes above the city. These are the moments we think twice before we go in to surf these waves. First 2 videos by @gigantesdenazare,0,22000,63,1725805578
1391,7412723550060121349,2024-09-09,The best way to cross a beach 🏖️,The best way to cross a beach 🏖️,0,2000000,26,1725909210
1392,7413043279157071110,2024-09-10,Sometimes you just need to send it! The full session of the craziest shorebreaks in the world,Sometimes you just need to send it! The full session of the craziest shorebreaks in the world,0,138200,61,1725983645
1393,7413463102550740229,2024-09-11,A dream coming true! I had the opportunity to skimboard into a wave of the iconic Kelly Slater ranch,A dream coming true! I had the opportunity to skimboard into a wave of the iconic Kelly Slater ranch,0,24900,52,1726081395
1394,7413805293919882502,2024-09-12,From little wood boards to crazy tricks before and after waves,From little wood boards to crazy tricks before and after waves,0,112000,14,1726161065
1395,7414610116823076101,2024-09-14,One of the scariest sessions I’ve done,One of the scariest sessions I’ve done,0,35800,63,1726348457
1396,7414881138872700165,2024-09-15,There’s no better feeling than sliding out to a wave,There’s no better feeling than sliding out to a wave,0,128000,11,1726411555
1397,7415239605538049286,2024-09-16,We made it!!!! 4x skimboarding world champion 🏆🏆🏆🏆,We made it!!!! 4x skimboarding world champion 🏆🏆🏆🏆,0,12600,38,1726495017
1398,7415630432315788550,2024-09-17,"We’re back to this magical place! Thanks @Red Bull Surfing for the invite, always a dream to skimboarding this wave","We’re back to this magical place! Thanks @Red Bull Surfing for the invite, always a dream to skimboarding this wave",0,43500,61,1726586014
